,Annotation Cluster 1,Enrichment Score: 17.788187525631553,,,,,,,,,,
 RHOA,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 RRAS,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 EGF,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGF1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGF2,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 RASA1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 AKT2,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 RASA2,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGF4,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 MAP2K1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 MAP2K2,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 NF1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGF23,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 RAF1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 IGF1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGF21,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 HGF,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 STK4,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 PTPN11,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 NRAS,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 VEGFA,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 IKBKG,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 CALM1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
FGFR2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGF19,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGD1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGFR1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGFR4,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 HRAS,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 MYL2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 BDKRB1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 VCL,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 CDC42,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 KRAS,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 GSN,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 SOS1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 SOS2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 RHOA,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 RRAS,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 EGF,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGF1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGF2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGF4,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 MAP2K1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 BRAF,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 MAP2K2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 RAF1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGF23,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 MYLK2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 ACTN2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 FGF21,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 PPP1CB,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 NRAS,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 F2,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
 SLC9A1,KEGG_PATHWAY,cfa04810:Regulation of actin cytoskeleton,32,6.349206349,3.72E-08,"FGFR2, FGF19, FGD1, FGFR1, FGFR4, HRAS, MYL2, BDKRB1, VCL, CDC42, KRAS, GSN, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, FGF4, MAP2K1, BRAF, MAP2K2, RAF1, FGF23, MYLK2, ACTN2, FGF21, PPP1CB, NRAS, F2, SLC9A1",339,210,6781,3.048068549,9.52E-06,6.34E-07
