A1BG,1,11167,yes,A1bg,MGI:2152878,,1
ATP6V0D1,9114,3444,yes,Atp6v0d1,MGI:1201778,MP:0010768,5106
ATP6V0D1,9114,3444,yes,Atp6v0d1,MGI:1201778,MP:0005371,5107
ATP6V0D2,245972,72090,yes,Atp6v0d2,MGI:1924415,MP:0005390,5108
ATP6V0D2,245972,72090,yes,Atp6v0d2,MGI:1924415,MP:0005387,5109
ATP6V0D2,245972,72090,yes,Atp6v0d2,MGI:1924415,MP:0005397,5110
ATP6V0D2,245972,72090,yes,Atp6v0d2,MGI:1924415,MP:0005384,5111
ATP6V0E1,8992,2931,yes,Atp6v0e,MGI:1328318,,5112
ATP6V0E2,155066,44221,yes,Atp6v0e2,MGI:1923502,,5113
ATP6V1A,523,123934,yes,Atp6v1a,MGI:1201780,,5114
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0005386,5115
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0003631,5116
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0005377,5117
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0005390,5118
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0005367,5119
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0005376,5120
ATP6V1B1,525,68198,yes,Atp6v1b1,MGI:103285,MP:0005394,5121
ATP6V1B2,526,1279,yes,Atp6v1b2,MGI:109618,MP:0005397,5122
ATP6V1B2,526,1279,yes,Atp6v1b2,MGI:109618,MP:0010768,5123
ATP6V1B2,526,1279,yes,Atp6v1b2,MGI:109618,MP:0005387,5124
ATP6V1B2,526,1279,yes,Atp6v1b2,MGI:109618,MP:0005379,5125
ATP6V1C1,528,1281,yes,Atp6v1c1,MGI:1913585,MP:0010768,5126
ATP6V1C1,528,1281,yes,Atp6v1c1,MGI:1913585,MP:0003631,5127
ATP6V1C1,528,1281,yes,Atp6v1c1,MGI:1913585,MP:0005386,5128
ATP6V1C1,528,1281,yes,Atp6v1c1,MGI:1913585,MP:0005397,5129
ATP6V1C2,245973,15866,yes,Atp6v1c2,MGI:1916025,,5130
ATP6V1D,51382,5783,yes,Atp6v1d,MGI:1921084,MP:0005397,5131
ATP6V1D,51382,5783,yes,Atp6v1d,MGI:1921084,MP:0010768,5132
ATP6V1D,51382,5783,yes,Atp6v1d,MGI:1921084,MP:0005386,5133
ATP6V1D,51382,5783,yes,Atp6v1d,MGI:1921084,MP:0005390,5134
ATP6V1D,51382,5783,yes,Atp6v1d,MGI:1921084,MP:0005371,5135
ATP6V1E1,529,1282,yes,Atp6v1e1,MGI:894326,,5136
ATP6V1E2,90423,41770,yes,Atp6v1e2,MGI:1922165,,5137
ATP6V1F,9296,3119,yes,Atp6v1f,MGI:1913394,,5138
ATP6V1FNB,100130705,89367,yes,Atp6v1fnb,MGI:3644212,,5139
ATP6V1G1,9550,31272,yes,Atp6v1g1,MGI:1913540,,5140
ATP6V1G2,534,41518,yes,Atp6v1g2,MGI:1913487,,5141
ATP6V1G3,127124,13630,yes,Atp6v1g3,MGI:2450548,,5142
ATP6V1H,51606,7139,yes,Atp6v1h,MGI:1914864,MP:0005384,5143
ATP6V1H,51606,7139,yes,Atp6v1h,MGI:1914864,MP:0005376,5144
ATP6V1H,51606,7139,yes,Atp6v1h,MGI:1914864,MP:0005390,5145
ATP6V1H,51606,7139,yes,Atp6v1h,MGI:1914864,MP:0005387,5146
ATP6V1H,51606,7139,yes,Atp6v1h,MGI:1914864,MP:0010768,5147
ATP6V1H,51606,7139,yes,Atp6v1h,MGI:1914864,MP:0005397,5148
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005384,5149
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005376,5150
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005382,5151
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005369,5152
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0010771,5153
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005378,5154
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005380,5155
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005390,5156
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005367,5157
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005387,5158
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0003631,5159
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005371,5160
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0001186,5161
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005389,5162
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0010768,5163
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0002873,5164
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005385,5165
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005388,5166
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005370,5167
ATP7A,538,35,yes,Atp7a,MGI:99400,MP:0005386,5168
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005379,5169
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005378,5170
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0010771,5171
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005369,5172
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005387,5173
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005376,5174
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005384,5175
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005370,5176
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005386,5177
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0001186,5178
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005397,5179
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0005389,5180
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0010768,5181
ATP7B,540,20063,yes,Atp7b,MGI:103297,MP:0003631,5182
ATP8,4509,5020,yes,mt-Atp8,MGI:99926,MP:0005386,5183
ATP8A1,10396,48402,yes,Atp8a1,MGI:1330848,MP:0005397,5184
ATP8A1,10396,48402,yes,Atp8a1,MGI:1330848,MP:0005378,5185
ATP8A1,10396,48402,yes,Atp8a1,MGI:1330848,MP:0002873,5186
ATP8A1,10396,48402,yes,Atp8a1,MGI:1330848,MP:0005376,5187
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005391,5188
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0003631,5189
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005377,5190
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005381,5191
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0001186,5192
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0010768,5193
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005386,5194
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005376,5195
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005379,5196
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0010771,5197
ATP8A2,51761,4443,yes,Atp8a2,MGI:1354710,MP:0005378,5198
ATP8B1,5205,21151,yes,Atp8b1,MGI:1859665,MP:0005376,5199
ATP8B1,5205,21151,yes,Atp8b1,MGI:1859665,MP:0005378,5200
ATP8B1,5205,21151,yes,Atp8b1,MGI:1859665,MP:0005377,5201
ATP8B1,5205,21151,yes,Atp8b1,MGI:1859665,MP:0003631,5202
ATP8B1,5205,21151,yes,Atp8b1,MGI:1859665,MP:0010768,5203
ATP8B1,5205,21151,yes,Atp8b1,MGI:1859665,MP:0005370,5204
ATP8B2,57198,23226,yes,Atp8b2,MGI:1859660,MP:0010768,5205
ATP8B2,57198,23226,yes,Atp8b2,MGI:1859660,MP:0005390,5206
ATP8B2,57198,23226,yes,Atp8b2,MGI:1859660,MP:0005375,5207
ATP8B2,57198,23226,yes,Atp8b2,MGI:1859660,MP:0005376,5208
ATP8B3,148229,19034,yes,Atp8b3,MGI:1914581,MP:0005384,5209
ATP8B3,148229,19034,yes,Atp8b3,MGI:1914581,MP:0005389,5210
ATP8B4,79895,133162,yes,Atp8b4,MGI:1859664,,5211
ATP8B5P,158381,99882,yes,Atp8b5,MGI:2444287,,5212
ATP9A,10079,69194,yes,Atp9a,MGI:1330826,,5213
ATP9B,374868,21915,yes,Atp9b,MGI:1354757,,5214
ATPAF1,64756,41492,yes,Atpaf1,MGI:2180560,,5215
ATPAF2,91647,34602,yes,Atpaf2,MGI:2180561,MP:0005390,5216
ATPAF2,91647,34602,yes,Atpaf2,MGI:2180561,MP:0005378,5217
ATPAF2,91647,34602,yes,Atpaf2,MGI:2180561,MP:0005382,5218
ATR,545,96916,yes,Atr,MGI:108028,MP:0001186,5219
ATR,545,96916,yes,Atr,MGI:108028,MP:0002006,5220
ATR,545,96916,yes,Atr,MGI:108028,MP:0005385,5221
ATR,545,96916,yes,Atr,MGI:108028,MP:0005397,5222
ATR,545,96916,yes,Atr,MGI:108028,MP:0005389,5223
ATR,545,96916,yes,Atr,MGI:108028,MP:0010768,5224
ATR,545,96916,yes,Atr,MGI:108028,MP:0002873,5225
ATR,545,96916,yes,Atr,MGI:108028,MP:0005388,5226
ATR,545,96916,yes,Atr,MGI:108028,MP:0005370,5227
ATR,545,96916,yes,Atr,MGI:108028,MP:0005380,5228
ATR,545,96916,yes,Atr,MGI:108028,MP:0005390,5229
ATR,545,96916,yes,Atr,MGI:108028,MP:0005367,5230
ATR,545,96916,yes,Atr,MGI:108028,MP:0005387,5231
ATR,545,96916,yes,Atr,MGI:108028,MP:0005381,5232
ATR,545,96916,yes,Atr,MGI:108028,MP:0003631,5233
ATR,545,96916,yes,Atr,MGI:108028,MP:0005379,5234
ATR,545,96916,yes,Atr,MGI:108028,MP:0005375,5235
ATR,545,96916,yes,Atr,MGI:108028,MP:0005378,5236
ATR,545,96916,yes,Atr,MGI:108028,MP:0010771,5237
ATR,545,96916,yes,Atr,MGI:108028,MP:0005376,5238
ATR,545,96916,yes,Atr,MGI:108028,MP:0005384,5239
ATR,545,96916,yes,Atr,MGI:108028,MP:0005382,5240
ATRAID,51374,15412,yes,Atraid,MGI:1918918,MP:0005391,5241
ATRIP,84126,15601,yes,Atrip,MGI:1925349,MP:0010768,5242
ATRIP,84126,15601,yes,Atrip,MGI:1925349,MP:0005385,5243
ATRIP,84126,15601,yes,Atrip,MGI:1925349,MP:0005376,5244
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005386,5245
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0001186,5246
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005389,5247
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0010768,5248
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005385,5249
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0003631,5250
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005379,5251
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005375,5252
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0010771,5253
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005378,5254
ATRN,8455,22542,yes,Atrn,MGI:1341628,MP:0005369,5255
ATRNL1,26033,45809,yes,Atrnl1,MGI:2147749,MP:0005369,5256
ATRNL1,26033,45809,yes,Atrnl1,MGI:2147749,MP:0003631,5257
ATRNL1,26033,45809,yes,Atrnl1,MGI:2147749,MP:0005385,5258
ATRX,546,416,yes,Atrx,MGI:103067,MP:0003631,5259
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005391,5260
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005380,5261
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005386,5262
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005385,5263
ATRX,546,416,yes,Atrx,MGI:103067,MP:0010768,5264
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005389,5265
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005384,5266
ATRX,546,416,yes,Atrx,MGI:103067,MP:0005378,5267
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0010768,5268
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0005386,5269
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0005388,5270
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0005390,5271
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0005369,5272
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0003631,5273
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0005378,5274
ATXN1,6310,281,yes,Atxn1,MGI:104783,MP:0005376,5275
ATXN10,25814,40858,yes,Atxn10,MGI:1859293,MP:0005390,5276
ATXN10,25814,40858,yes,Atxn10,MGI:1859293,MP:0010768,5277
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0005388,5278
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0005386,5279
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0010768,5280
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0003631,5281
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0005390,5282
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0005378,5283
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0005382,5284
ATXN1L,342371,19471,yes,Atxn1l,MGI:3694797,MP:0005376,5285
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005375,5286
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005379,5287
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005378,5288
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005376,5289
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005386,5290
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005370,5291
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0010768,5292
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0005389,5293
ATXN2,6311,2234,yes,Atxn2,MGI:1277223,MP:0003631,5294
ATXN2L,11273,16513,yes,Atxn2l,MGI:2446242,,5295
ATXN3,4287,3658,yes,Atxn3,MGI:1099442,MP:0005376,5296
ATXN3,4287,3658,yes,Atxn3,MGI:1099442,MP:0003631,5297
ATXN3,4287,3658,yes,Atxn3,MGI:1099442,MP:0005397,5298
ATXN3,4287,3658,yes,Atxn3,MGI:1099442,MP:0005386,5299
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0005369,5300
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0005378,5301
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0003631,5302
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0005391,5303
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0005390,5304
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0005386,5305
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0005389,5306
ATXN7,6314,30967,yes,Atxn7,MGI:2179277,MP:0010768,5307
ATXN7L1,222255,53366,yes,Atxn7l1,MGI:3584458,,5308
ATXN7L2,127002,17728,yes,Atxn7l2,MGI:1919772,,5309
ATXN7L3,56970,35401,yes,Atxn7l3,MGI:3036270,MP:0005384,5310
ATXN7L3,56970,35401,yes,Atxn7l3,MGI:3036270,MP:0005371,5311
ATXN7L3,56970,35401,yes,Atxn7l3,MGI:3036270,MP:0010768,5312
ATXN7L3,56970,35401,yes,Atxn7l3,MGI:3036270,MP:0005390,5313
ATXN7L3B,552889,115930,yes,Atxn7l3b,MGI:1914971,,5314
AUH,549,1284,yes,Auh,MGI:1338011,,5315
AUNIP,79000,81895,yes,Aunip,MGI:1917135,,5316
AUP1,550,7239,yes,Aup1,MGI:107789,,5317
AURKA,6790,2670,yes,Aurka,MGI:894678,MP:0005397,5318
AURKA,6790,2670,yes,Aurka,MGI:894678,MP:0010768,5319
AURKA,6790,2670,yes,Aurka,MGI:894678,MP:0002006,5320
AURKA,6790,2670,yes,Aurka,MGI:894678,MP:0005380,5321
AURKA,6790,2670,yes,Aurka,MGI:894678,MP:0005378,5322
AURKA,6790,2670,yes,Aurka,MGI:894678,MP:0005384,5323
AURKAIP1,54998,11916,yes,Aurkaip1,MGI:1913327,,5324
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0005385,5325
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0010768,5326
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0005389,5327
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0002006,5328
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0005380,5329
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0005378,5330
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0010771,5331
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0005376,5332
AURKB,9212,55807,yes,Aurkb,MGI:107168,MP:0005384,5333
AURKC,6795,68302,yes,Aurkc,MGI:1321119,MP:0005389,5334
AUTS2,26053,22907,yes,Auts2,MGI:1919847,MP:0005378,5335
AUTS2,26053,22907,yes,Auts2,MGI:1919847,MP:0005384,5336
AUTS2,26053,22907,yes,Auts2,MGI:1919847,MP:0010768,5337
AUTS2,26053,22907,yes,Auts2,MGI:1919847,MP:0005386,5338
AUTS2,26053,22907,yes,Auts2,MGI:1919847,MP:0003631,5339
AVEN,57099,10683,yes,Aven,MGI:1921518,MP:0005384,5340
AVIL,10677,38200,yes,Avil,MGI:1333798,MP:0005384,5341
AVIL,10677,38200,yes,Avil,MGI:1333798,MP:0010771,5342
AVIL,10677,38200,yes,Avil,MGI:1333798,MP:0005386,5343
AVIL,10677,38200,yes,Avil,MGI:1333798,MP:0003631,5344
AVIL,10677,38200,yes,Avil,MGI:1333798,MP:0005371,5345
AVIL,10677,38200,yes,Avil,MGI:1333798,MP:0010768,5346
AVL9,23080,62425,yes,Avl9,MGI:1926187,,5347
AVP,551,417,yes,Avp,MGI:88121,MP:0005376,5348
AVP,551,417,yes,Avp,MGI:88121,MP:0003631,5349
AVP,551,417,yes,Avp,MGI:88121,MP:0005367,5350
AVP,551,417,yes,Avp,MGI:88121,MP:0005386,5351
AVP,551,417,yes,Avp,MGI:88121,MP:0002873,5352
AVP,551,417,yes,Avp,MGI:88121,MP:0010768,5353
AVPI1,60370,11027,yes,Avpi1,MGI:1916784,MP:0005376,5354
AVPI1,60370,11027,yes,Avpi1,MGI:1916784,MP:0005397,5355
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005385,5356
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005397,5357
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0002873,5358
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005386,5359
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005387,5360
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0003631,5361
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005379,5362
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005376,5363
AVPR1A,552,568,yes,Avpr1a,MGI:1859216,MP:0005369,5364
AVPR1B,553,22678,yes,Avpr1b,MGI:1347010,MP:0005386,5365
AVPR1B,553,22678,yes,Avpr1b,MGI:1347010,MP:0003631,5366
AVPR1B,553,22678,yes,Avpr1b,MGI:1347010,MP:0005379,5367
AVPR1B,553,22678,yes,Avpr1b,MGI:1347010,MP:0005376,5368
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0010771,5369
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0005378,5370
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0005376,5371
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0010768,5372
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0005397,5373
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0005386,5374
AVPR2,554,20064,yes,Avpr2,MGI:88123,MP:0005367,5375
AWAT1,158833,66233,yes,Awat1,MGI:3588200,,5376
AWAT2,158835,18621,yes,Awat2,MGI:3045345,,5377
AXDND1,126859,52328,yes,Axdnd1,MGI:1924602,,5378
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005389,5379
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0002873,5380
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0010768,5381
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005385,5382
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005388,5383
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005386,5384
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005380,5385
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005390,5386
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005367,5387
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005382,5388
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005371,5389
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0003631,5390
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005377,5391
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005381,5392
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005378,5393
AXIN1,8312,2614,yes,Axin1,MGI:1096327,MP:0005384,5394
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005380,5395
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0010768,5396
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0002873,5397
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005389,5398
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005385,5399
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005391,5400
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0003631,5401
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005371,5402
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005390,5403
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005384,5404
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005379,5405
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005378,5406
AXIN2,8313,3420,yes,Axin2,MGI:1270862,MP:0005382,5407
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005391,5408
AXL,558,7583,yes,Axl,MGI:1347244,MP:0003631,5409
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005390,5410
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005387,5411
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005370,5412
AXL,558,7583,yes,Axl,MGI:1347244,MP:0002873,5413
AXL,558,7583,yes,Axl,MGI:1347244,MP:0010771,5414
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005389,5415
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005397,5416
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005385,5417
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005384,5418
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005376,5419
AXL,558,7583,yes,Axl,MGI:1347244,MP:0005379,5420
AZGP1,563,915,yes,Azgp1,MGI:103163,MP:0005375,5421
AZGP1,563,915,yes,Azgp1,MGI:103163,MP:0005378,5422
AZGP1,563,915,yes,Azgp1,MGI:103163,MP:0005376,5423
AZGP1,563,915,yes,Azgp1,MGI:103163,MP:0005387,5424
AZGP1,563,915,yes,Azgp1,MGI:103163,MP:0005397,5425
AZI2,64343,8443,yes,Azi2,MGI:1351332,MP:0005384,5426
AZI2,64343,8443,yes,Azi2,MGI:1351332,MP:0005397,5427
AZI2,64343,8443,yes,Azi2,MGI:1351332,MP:0005387,5428
AZIN1,51582,22933,yes,Azin1,MGI:1859169,MP:0005378,5429
AZIN1,51582,22933,yes,Azin1,MGI:1859169,MP:0005370,5430
AZIN1,51582,22933,yes,Azin1,MGI:1859169,MP:0010768,5431
AZIN2,113451,62172,yes,Azin2,MGI:2442093,MP:0005376,5432
B2M,567,2987,yes,B2m,MGI:88127,MP:0003631,5433
B2M,567,2987,yes,B2m,MGI:88127,MP:0005381,5434
B2M,567,2987,yes,B2m,MGI:88127,MP:0005387,5435
B2M,567,2987,yes,B2m,MGI:88127,MP:0005370,5436
B2M,567,2987,yes,B2m,MGI:88127,MP:0002006,5437
B2M,567,2987,yes,B2m,MGI:88127,MP:0010768,5438
B2M,567,2987,yes,B2m,MGI:88127,MP:0010771,5439
B2M,567,2987,yes,B2m,MGI:88127,MP:0005378,5440
B2M,567,2987,yes,B2m,MGI:88127,MP:0005397,5441
B2M,567,2987,yes,B2m,MGI:88127,MP:0005385,5442
B2M,567,2987,yes,B2m,MGI:88127,MP:0005384,5443
B2M,567,2987,yes,B2m,MGI:88127,MP:0005376,5444
B2M,567,2987,yes,B2m,MGI:88127,MP:0005379,5445
B3GALNT1,8706,32457,yes,B3galnt1,MGI:1349405,MP:0002873,5446
B3GALNT1,8706,32457,yes,B3galnt1,MGI:1349405,MP:0010768,5447
B3GALNT1,8706,32457,yes,B3galnt1,MGI:1349405,MP:0005389,5448
B3GALNT2,148789,17595,yes,B3galnt2,MGI:2145517,,5449
B3GALT1,8708,41362,yes,B3galt1,MGI:1349403,,5450
B3GALT2,8707,74512,yes,B3galt2,MGI:1349461,MP:0005378,5451
B3GALT2,8707,74512,yes,B3galt2,MGI:1349461,MP:0005386,5452
B3GALT4,8705,2805,yes,B3galt4,MGI:1859517,,5453
B3GALT5,10317,13230,yes,B3galt5,MGI:2136878,MP:0002873,5454
B3GALT6,126792,14549,yes,B3galt6,MGI:2152819,,5455
B3GAT1,27087,49551,yes,B3gat1,MGI:1924148,MP:0003631,5456
B3GAT1,27087,49551,yes,B3gat1,MGI:1924148,MP:0005386,5457
B3GAT2,135152,50574,yes,B3gat2,MGI:2389490,,5458
B3GAT3,26229,56554,yes,B3gat3,MGI:1919977,MP:0005384,5459
B3GAT3,26229,56554,yes,B3gat3,MGI:1919977,MP:0005376,5460
B3GAT3,26229,56554,yes,B3gat3,MGI:1919977,MP:0010768,5461
B3GLCT,145173,14978,yes,B3glct,MGI:2685903,,5462
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0003631,5463
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005387,5464
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005388,5465
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005386,5466
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005394,5467
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005397,5468
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005378,5469
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005382,5470
B3GNT2,10678,4797,yes,B3gnt2,MGI:1889505,MP:0005384,5471
B3GNT3,10331,113516,yes,B3gnt3,MGI:2152535,MP:0005386,5472
B3GNT3,10331,113516,yes,B3gnt3,MGI:2152535,MP:0010771,5473
B3GNT4,79369,81939,yes,B3gnt4,MGI:2680208,,5474
B3GNT5,84002,24989,yes,B3gnt5,MGI:2137302,MP:0005397,5475
